epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9049999713897705,0.32708969712257385,1e-05,0.8410581946372986,0.5744381546974182
1,0.9399999976158142,0.21827974915504456,1e-05,0.85516756772995,0.5484499335289001
2,0.9200000166893005,0.3039296865463257,1e-05,0.8352733850479126,0.5418488383293152
3,0.9150000214576721,0.3069227933883667,1e-05,0.8417636752128601,0.5383353233337402
4,0.9399999976158142,0.22676263749599457,1e-05,0.8500881791114807,0.5565263032913208
5,0.8999999761581421,0.3203452229499817,1e-05,0.8474074006080627,0.5565267205238342
6,0.8849999904632568,0.31173786520957947,1e-05,0.8615167737007141,0.484203964471817
7,0.925000011920929,0.2634485363960266,1e-05,0.8407054543495178,0.5284024477005005
8,0.9399999976158142,0.18067334592342377,1e-05,0.8617283701896667,0.6097538471221924
9,0.9150000214576721,0.27304506301879883,1e-05,0.8565784692764282,0.6080337166786194
10,0.8899999856948853,0.39440661668777466,1e-05,0.8501587510108948,0.4984208643436432
11,0.8949999809265137,0.354129821062088,1e-05,0.8550969958305359,0.4734691083431244
12,0.8849999904632568,0.379813015460968,1e-05,0.8437389731407166,0.4998944103717804
13,0.8949999809265137,0.35397928953170776,1e-05,0.8495943546295166,0.5135835409164429
14,0.9150000214576721,0.22594282031059265,1e-05,0.8564373850822449,0.5467332601547241
15,0.8949999809265137,0.29835084080696106,1e-05,0.8576366901397705,0.4640907943248749
16,0.9200000166893005,0.27462664246559143,1e-05,0.86102294921875,0.4996945559978485
17,0.9350000023841858,0.19114111363887787,1e-05,0.8609523773193359,0.5451045632362366
18,0.9649999737739563,0.1412987858057022,1e-05,0.8711110949516296,0.48131003975868225
19,0.9049999713897705,0.2769402265548706,1e-05,0.8364726901054382,0.5444247126579285
20,0.9200000166893005,0.3076886236667633,1e-05,0.8629276752471924,0.4551646411418915
21,0.9300000071525574,0.24852336943149567,1e-05,0.8466314077377319,0.5426737070083618
22,0.9549999833106995,0.2287498265504837,1e-05,0.8428218960762024,0.58577561378479
23,0.925000011920929,0.24994395673274994,1e-05,0.8431745767593384,0.6178753972053528
24,0.949999988079071,0.1776893436908722,1e-05,0.8621516823768616,0.4872520864009857
25,0.9399999976158142,0.22722966969013214,1e-05,0.8628571629524231,0.4764319062232971
26,0.8999999761581421,0.31614211201667786,1e-05,0.870899498462677,0.4604746401309967
27,0.9350000023841858,0.20241349935531616,1e-05,0.8659611940383911,0.44831109046936035
28,0.9399999976158142,0.19064445793628693,1e-05,0.8467019200325012,0.5062758922576904
29,0.8999999761581421,0.34690266847610474,1e-05,0.8792240023612976,0.4386022090911865
30,0.925000011920929,0.22649140655994415,1e-05,0.8652557134628296,0.4596377909183502
31,0.8999999761581421,0.21520265936851501,1e-05,0.873932957649231,0.45083317160606384
32,0.9649999737739563,0.13492755591869354,1e-05,0.8615872859954834,0.49241381883621216
33,0.9200000166893005,0.22628340125083923,1e-05,0.8567195534706116,0.505051851272583
34,0.9200000166893005,0.26974475383758545,1e-05,0.8387301564216614,0.5631821751594543
35,0.9150000214576721,0.21955682337284088,1e-05,0.8402116298675537,0.572799026966095
36,0.9750000238418579,0.12241943180561066,1e-05,0.8594003319740295,0.5618955492973328
37,0.949999988079071,0.1407090723514557,1e-05,0.8673015832901001,0.4606650173664093
38,0.9549999833106995,0.18190927803516388,1e-05,0.8094532489776611,0.6694045066833496
39,0.9399999976158142,0.2206725925207138,1e-05,0.872239887714386,0.45674803853034973
40,0.9599999785423279,0.13929462432861328,1e-05,0.8383774161338806,0.5965718626976013
41,0.8999999761581421,0.27190113067626953,1e-05,0.8236331343650818,0.6135938763618469
42,0.9049999713897705,0.32171761989593506,1e-05,0.8245502710342407,0.5834887027740479
43,0.9449999928474426,0.172554150223732,1e-05,0.8617283701896667,0.48687490820884705
44,0.9049999713897705,0.25049135088920593,1e-05,0.8752028346061707,0.4125980734825134
45,0.9449999928474426,0.17099523544311523,1e-05,0.8777425289154053,0.4266360402107239
46,0.9200000166893005,0.27036264538764954,1e-05,0.8760493993759155,0.4355859160423279
47,0.9549999833106995,0.19458353519439697,1e-05,0.8677954077720642,0.47585511207580566
48,0.9399999976158142,0.17241044342517853,1e-05,0.8800705671310425,0.4008212983608246
49,0.9350000023841858,0.22326195240020752,1e-05,0.8632099032402039,0.4381331503391266
50,0.9200000166893005,0.21751198172569275,1e-05,0.8671604990959167,0.47315308451652527
51,0.9700000286102295,0.10885438323020935,1e-05,0.8354849815368652,0.6513153314590454
52,0.9399999976158142,0.17310947179794312,1e-05,0.8479717969894409,0.5666014552116394
53,0.9350000023841858,0.2271118313074112,1e-05,0.874003529548645,0.4590247869491577
54,0.9399999976158142,0.1916343867778778,1e-05,0.8670194149017334,0.5204144716262817
55,0.8999999761581421,0.3225170969963074,1e-05,0.8663139343261719,0.4935966432094574
56,0.9300000071525574,0.2578209936618805,1e-05,0.8651146292686462,0.5217600464820862
57,0.9399999976158142,0.21368524432182312,1e-05,0.869559109210968,0.46076223254203796
58,0.949999988079071,0.13631287217140198,1e-05,0.8728042244911194,0.44944196939468384
59,0.8999999761581421,0.257282555103302,1e-05,0.8603879809379578,0.5359734892845154
60,0.9150000214576721,0.27777183055877686,9.900498e-06,0.8414815068244934,0.5173501372337341
61,0.9549999833106995,0.16087083518505096,9.801986e-06,0.8754144906997681,0.4276811480522156
62,0.9100000262260437,0.26323798298835754,9.704455e-06,0.875343918800354,0.43043214082717896
63,0.9549999833106995,0.12797051668167114,9.607894e-06,0.869488537311554,0.5058691501617432
64,0.9549999833106995,0.14378821849822998,9.512294e-06,0.8821163773536682,0.427179753780365
65,0.9350000023841858,0.17535869777202606,9.512294e-06,0.8873368501663208,0.42937976121902466
